77,Firm, The (1993),null
78,Free Willy (1993),null
79,Fugitive, The (1993),null
80,Hot Shots! Part Deux (1993),null
81,Hudsucker Proxy, The (1994),null
82,Jurassic Park (1993),null
83,Much Ado About Nothing (1993),null
84,Robert A. Heinlein's The Puppet Masters (1994),null
85,Ref, The (1994),null
86,Remains of the Day, The (1993),null
87,Searching for Bobby Fischer (1993),null
88,Sleepless in Seattle (1993),null
89,Blade Runner (1982),null
90,So I Married an Axe Murderer (1993),null
91,Nightmare Before Christmas, The (1993),null
92,True Romance (1993),null
93,Welcome to the Dollhouse (1995),null
94,Home Alone (1990),null
95,Aladdin (1992),null
96,Terminator 2: Judgment Day (1991),null
97,Dances with Wolves (1990),null
98,Silence of the Lambs, The (1991),null
99,Snow White and the Seven Dwarfs (1937),null
100,Fargo (1996),null
101,Heavy Metal (1981),null
102,Aristocats, The (1970),null
103,All Dogs Go to Heaven 2 (1996),null
104,Theodore Rex (1995),null
105,Sgt. Bilko (1996),null
106,Diabolique (1996),null
107,Moll Flanders (1996),null
108,Kids in the Hall: Brain Candy (1996),null
109,Mystery Science Theater 3000: The Movie (1996),null
110,Operation Dumbo Drop (1995),null
111,Truth About Cats & Dogs, The (1996),null
112,Flipper (1996),null
113,Horseman on the Roof, The (Hussard sur le toit, Le),null (1995),null
114,Wallace & Gromit: The Best of Aardman Animation (1996),null
115,Haunted World of Edward D. Wood Jr., The (1995),null
116,Cold Comfort Farm (1995),null
117,Rock, The (1996),null
118,Twister (1996),null
119,Maya Lin: A Strong Clear Vision (1994),null
120,Striptease (1996),null
121,Independence Day (ID4),null (1996),null
122,Cable Guy, The (1996),null
123,Frighteners, The (1996),null
124,Lone Star (1996),null
125,Phenomenon (1996),null
126,Spitfire Grill, The (1996),null
127,Godfather, The (1972),null
128,Supercop (1992),null
129,Bound (1996),null
130,Kansas City (1996),null
131,Breakfast at Tiffany's (1961),null
132,Wizard of Oz, The (1939),null
133,Gone with the Wind (1939),null
134,Citizen Kane (1941),null
135,2001: A Space Odyssey (1968),null
136,Mr. Smith Goes to Washington (1939),null
137,Big Night (1996),null
138,D3: The Mighty Ducks (1996),null
139,Love Bug, The (1969),null
140,Homeward Bound: The Incredible Journey (1993),null
141,20,000 Leagues Under the Sea (1954),null
142,Bedknobs and Broomsticks (1971),null
143,Sound of Music, The (1965),null
144,Die Hard (1988),null
145,Lawnmower Man, The (1992),null
146,Unhook the Stars (1996),null
147,Long Kiss Goodnight, The (1996),null
148,Ghost and the Darkness, The (1996),null
149,Jude (1996),null
150,Swingers (1996),null
151,Willy Wonka and the Chocolate Factory (1971),null
152,Sleeper (1973),null
153,Fish Called Wanda, A (1988),null
154,Monty Python's Life of Brian (1979),null
155,Dirty Dancing (1987),null
156,Reservoir Dogs (1992),null
157,Platoon (1986),null
158,Weekend at Bernie's (1989),null
159,Basic Instinct (1992),null
160,Glengarry Glen Ross (1992),null
161,Top Gun (1986),null
162,On Golden Pond (1981),null
163,Return of the Pink Panther, The (1974),null
164,Abyss, The (1989),null
165,Jean de Florette (1986),null
166,Manon of the Spring (Manon des sources),null (1986),null
167,Private Benjamin (1980),null
168,Monty Python and the Holy Grail (1974),null
169,Wrong Trousers, The (1993),null
170,Cinema Paradiso (1988),null
171,Delicatessen (1991),null
172,Empire Strikes Back, The (1980),null
173,Princess Bride, The (1987),null
174,Raiders of the Lost Ark (1981),null
175,Brazil (1985),null
176,Aliens (1986),null
177,Good, The Bad and The Ugly, The (1966),null
178,12 Angry Men (1957),null
179,Clockwork Orange, A (1971),null
180,Apocalypse Now (1979),null
181,Return of the Jedi (1983),null
182,GoodFellas (1990),null
183,Alien (1979),null
184,Army of Darkness (1993),null
185,Psycho (1960),null
186,Blues Brothers, The (1980),null
187,Godfather: Part II, The (1974),null
188,Full Metal Jacket (1987),null
189,Grand Day Out, A (1992),null
190,Henry V (1989),null
191,Amadeus (1984),null
192,Raging Bull (1980),null
193,Right Stuff, The (1983),null
194,Sting, The (1973),null
195,Terminator, The (1984),null
196,Dead Poets Society (1989),null
197,Graduate, The (1967),null
198,Nikita (La Femme Nikita),null (1990),null
199,Bridge on the River Kwai, The (1957),null
200,Shining, The (1980),null
201,Evil Dead II (1987),null
202,Groundhog Day (1993),null
203,Unforgiven (1992),null
204,Back to the Future (1985),null
205,Patton (1970),null
206,Akira (1988),null
207,Cyrano de Bergerac (1990),null
208,Young Frankenstein (1974),null
209,This Is Spinal Tap (1984),null
210,Indiana Jones and the Last Crusade (1989),null
211,M*A*S*H (1970),null
212,Unbearable Lightness of Being, The (1988),null
213,Room with a View, A (1986),null
214,Pink Floyd,null
215,Field of Dreams (1989),null
216,When Harry Met Sally... (1989),null
217,Bram Stoker's Dracula (1992),null
218,Cape Fear (1991),null
219,Nightmare on Elm Street, A (1984),null
220,Mirror Has Two Faces, The (1996),null
221,Breaking the Waves (1996),null
222,Star Trek: First Contact (1996),null
223,Sling Blade (1996),null
224,Ridicule (1996),null
225,101 Dalmatians (1996),null
226,Die Hard 2 (1990),null
227,Star Trek VI: The Undiscovered Country (1991),null
228,Star Trek: The Wrath of Khan (1982),null
229,Star Trek III: The Search for Spock (1984),null
230,Star Trek IV: The Voyage Home (1986),null
231,Batman Returns (1992),null
232,Young Guns (1988),null
233,Under Siege (1992),null
234,Jaws (1975),null
235,Mars Attacks! (1996),null
236,Citizen Ruth (1996),null
237,Jerry Maguire (1996),null
238,Raising Arizona (1987),null
239,Sneakers (1992),null
240,Beavis and Butt,null
241,Last of the Mohicans, The (1992),null
242,Kolya (1996),null
243,Jungle2Jungle (1997),null
244,Smilla's Sense of Snow (1997),null
245,Devil's Own, The (1997),null
246,Chasing Amy (1997),null
247,Turbo: A Power Rangers Movie (1997),null
248,Grosse Pointe Blank (1997),null
249,Austin Powers: International Man of Mystery (1997),null
250,Fifth Element, The (1997),null
251,Shall We Dance? (1996),null
252,Lost World: Jurassic Park, The (1997),null
253,Pillow Book, The (1995),null
254,Batman & Robin (1997),null
255,My Best Friend's Wedding (1997),null
256,When the Cats Away (Chacun cherche son chat),null (1996),null
257,Men in Black (1997),null
258,Contact (1997),null
259,George of the Jungle (1997),null
260,Event Horizon (1997),null
261,Air Bud (1997),null
262,In the Company of Men (1997),null
263,Steel (1997),null
264,Mimic (1997),null
265,Hunt for Red October, The (1990),null
266,Kull the Conqueror (1997),null
267,unknown,null
268,Chasing Amy (1997),null
269,Full Monty, The (1997),null
270,Gattaca (1997),null
271,Starship Troopers (1997),null
272,Good Will Hunting (1997),null
273,Heat (1995),null
274,Sabrina (1995),null
275,Sense and Sensibility (1995),null
276,Leaving Las Vegas (1995),null
277,Restoration (1995),null
278,Bed of Roses (1996),null
279,Once Upon a Time... When We Were Colored (1995),null
280,Up Close and Personal (1996),null
281,River Wild, The (1994),null
282,Time to Kill, A (1996),null
283,Emma (1996),null
284,Tin Cup (1996),null
285,Secrets & Lies (1996),null
286,English Patient, The (1996),null
287,Marvin's Room (1996),null
288,Scream (1996),null
289,Evita (1996),null
290,Fierce Creatures (1997),null
291,Absolute Power (1997),null
292,Rosewood (1997),null
293,Donnie Brasco (1997),null
294,Liar Liar (1997),null
295,Breakdown (1997),null
296,Promesse, La (1996),null
297,Ulee's Gold (1997),null
298,Face/Off (1997),null
299,Hoodlum (1997),null
300,Air Force One (1997),null
301,In & Out (1997),null
302,L.A. Confidential (1997),null
303,Ulee's Gold (1997),null
304,Fly Away Home (1996),null
305,Ice Storm, The (1997),null
306,Mrs. Brown (Her Majesty, Mrs. Brown),null (1997),null
307,Devil's Advocate, The (1997),null
308,FairyTale: A True Story (1997),null
309,Deceiver (1997),null
310,Rainmaker, The (1997),null
311,Wings of the Dove, The (1997),null
312,Midnight in the Garden of Good and Evil (1997),null
313,Titanic (1997),null
314,3 Ninjas: High Noon At Mega Mountain (1998),null
315,Apt Pupil (1998),null
316,As Good As It Gets (1997),null
317,In the Name of the Father (1993),null
318,Schindler's List (1993),null
319,Everyone Says I Love You (1996),null
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),null
321,Mother (1996),null
322,Murder at 1600 (1997),null
323,Dante's Peak (1997),null
324,Lost Highway (1997),null
325,Crash (1996),null
326,G.I. Jane (1997),null
327,Cop Land (1997),null
328,Conspiracy Theory (1997),null
329,Desperate Measures (1998),null
330,187 (1997),null
331,Edge, The (1997),null
332,Kiss the Girls (1997),null
333,Game, The (1997),null
334,U Turn (1997),null
335,How to Be a Player (1997),null
336,Playing God (1997),null
337,House of Yes, The (1997),null
338,Bean (1997),null
339,Mad City (1997),null
340,Boogie Nights (1997),null
341,Critical Care (1997),null
342,Man Who Knew Too Little, The (1997),null
343,Alien: Resurrection (1997),null
344,Apostle, The (1997),null
345,Deconstructing Harry (1997),null
346,Jackie Brown (1997),null
347,Wag the Dog (1997),null
348,Desperate Measures (1998),null
349,Hard Rain (1998),null
350,Fallen (1998),null
351,Prophecy II, The (1998),null
352,Spice World (1997),null
353,Deep Rising (1998),null
354,Wedding Singer, The (1998),null
355,Sphere (1998),null
356,Client, The (1994),null
357,One Flew Over the Cuckoo's Nest (1975),null
358,Spawn (1997),null
359,Assignment, The (1997),null
360,Wonderland (1997),null
361,Incognito (1997),null
362,Blues Brothers 2000 (1998),null
363,Sudden Death (1995),null
364,Ace Ventura: When Nature Calls (1995),null
365,Powder (1995),null
366,Dangerous Minds (1995),null
367,Clueless (1995),null
368,Bio,null
369,Black Sheep (1996),null
370,Mary Reilly (1996),null
371,Bridges of Madison County, The (1995),null
372,Jeffrey (1995),null
373,Judge Dredd (1995),null
374,Mighty Morphin Power Rangers: The Movie (1995),null
375,Showgirls (1995),null
376,Houseguest (1994),null
377,Heavyweights (1994),null
378,Miracle on 34th Street (1994),null
379,Tales From the Crypt Presents: Demon Knight (1995),null
380,Star Trek: Generations (1994),null
381,Muriel's Wedding (1994),null
382,Adventures of Priscilla, Queen of the Desert, The (1994),null
383,Flintstones, The (1994),null
384,Naked Gun 33 1/3: The Final Insult (1994),null
385,True Lies (1994),null
386,Addams Family Values (1993),null
387,Age of Innocence, The (1993),null
388,Beverly Hills Cop III (1994),null
389,Black Beauty (1994),null
390,Fear of a Black Hat (1993),null
391,Last Action Hero (1993),null
392,Man Without a Face, The (1993),null
393,Mrs. Doubtfire (1993),null
394,Radioland Murders (1994),null
395,Robin Hood: Men in Tights (1993),null
396,Serial Mom (1994),null
397,Striking Distance (1993),null
398,Super Mario Bros. (1993),null
399,Three Musketeers, The (1993),null
400,Little Rascals, The (1994),null
401,Brady Bunch Movie, The (1995),null
402,Ghost (1990),null
403,Batman (1989),null
404,Pinocchio (1940),null
405,Mission: Impossible (1996),null
406,Thinner (1996),null
407,Spy Hard (1996),null
408,Close Shave, A (1995),null
409,Jack (1996),null
410,Kingpin (1996),null
411,Nutty Professor, The (1996),null
412,Very Brady Sequel, A (1996),null
413,Tales from the Crypt Presents: Bordello of Blood (1996),null
414,My Favorite Year (1982),null
415,Apple Dumpling Gang, The (1975),null
416,Old Yeller (1957),null
417,Parent Trap, The (1961),null
418,Cinderella (1950),null
419,Mary Poppins (1964),null
420,Alice in Wonderland (1951),null
421,William Shakespeare's Romeo and Juliet (1996),null
422,Aladdin and the King of Thieves (1996),null
423,E.T. the Extra,null
424,Children of the Corn: The Gathering (1996),null
425,Bob Roberts (1992),null
426,Transformers: The Movie, The (1986),null
427,To Kill a Mockingbird (1962),null
428,Harold and Maude (1971),null
429,Day the Earth Stood Still, The (1951),null
430,Duck Soup (1933),null
431,Highlander (1986),null
432,Fantasia (1940),null
433,Heathers (1989),null
434,Forbidden Planet (1956),null
435,Butch Cassidy and the Sundance Kid (1969),null
436,American Werewolf in London, An (1981),null
437,Amityville 1992: It's About Time (1992),null
438,Amityville 3,null
439,Amityville: A New Generation (1993),null
440,Amityville II: The Possession (1982),null
441,Amityville Horror, The (1979),null
442,Amityville Curse, The (1990),null
443,Birds, The (1963),null
444,Blob, The (1958),null
445,Body Snatcher, The (1945),null
446,Burnt Offerings (1976),null
447,Carrie (1976),null
448,Omen, The (1976),null
449,Star Trek: The Motion Picture (1979),null
450,Star Trek V: The Final Frontier (1989),null
451,Grease (1978),null
452,Jaws 2 (1978),null
453,Jaws 3,null
454,Bastard Out of Carolina (1996),null
455,Jackie Chan's First Strike (1996),null
456,Beverly Hills Ninja (1997),null
457,Free Willy 3: The Rescue (1997),null
458,Nixon (1995),null
459,Cry, the Beloved Country (1995),null
460,Crossing Guard, The (1995),null
461,Smoke (1995),null
462,Like Water For Chocolate (Como agua para chocolate),null 
463,Secret of Roan Inish, The (1994),null
464,Vanya on 42nd Street (1994),null
465,Jungle Book, The (1994),null
466,Red Rock West (1992),null
467,Bronx Tale, A (1993),null
468,Rudy (1993),null
469,Short Cuts (1993),null
470,Tombstone (1993),null
471,Courage Under Fire (1996),null
472,Dragonheart (1996),null
473,James and the Giant Peach (1996),null
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),null
475,Trainspotting (1996),null
476,First Wives Club, The (1996),null
477,Matilda (1996),null
478,Philadelphia Story, The (1940),null
479,Vertigo (1958),null
480,North by Northwest (1959),null
481,Apartment, The (1960),null
482,Some Like It Hot (1959),null
483,Casablanca (1942),null
484,Maltese Falcon, The (1941),null
485,My Fair Lady (1964),null
486,Sabrina (1954),null
487,Roman Holiday (1953),null
488,Sunset Blvd. (1950),null
489,Notorious (1946),null
490,To Catch a Thief (1955),null
491,Adventures of Robin Hood, The (1938),null
492,East of Eden (1955),null
493,Thin Man, The (1934),null
494,His Girl Friday (1940),null
495,Around the World in 80 Days (1956),null
496,It's a Wonderful Life (1946),null
497,Bringing Up Baby (1938),null
498,African Queen, The (1951),null
499,Cat on a Hot Tin Roof (1958),null
500,Fly Away Home (1996),null
501,Dumbo (1941),null
502,Bananas (1971),null
503,Candidate, The (1972),null
504,Bonnie and Clyde (1967),null
505,Dial M for Murder (1954),null
506,Rebel Without a Cause (1955),null
507,Streetcar Named Desire, A (1951),null
508,People vs. Larry Flynt, The (1996),null
509,My Left Foot (1989),null
510,Magnificent Seven, The (1954),null
511,Lawrence of Arabia (1962),null
512,Wings of Desire (1987),null
513,Third Man, The (1949),null
514,Annie Hall (1977),null
515,Boot, Das (1981),null
516,Local Hero (1983),null
517,Manhattan (1979),null
518,Miller's Crossing (1990),null
519,Treasure of the Sierra Madre, The (1948),null
520,Great Escape, The (1963),null
521,Deer Hunter, The (1978),null
522,Down by Law (1986),null
523,Cool Hand Luke (1967),null
524,Great Dictator, The (1940),null
525,Big Sleep, The (1946),null
526,Ben,null
527,Gandhi (1982),null
528,Killing Fields, The (1984),null
529,My Life as a Dog (Mitt liv som hund),null (1985),null
530,Man Who Would Be King, The (1975),null
531,Shine (1996),null
532,Kama Sutra: A Tale of Love (1996),null
533,Daytrippers, The (1996),null
534,Traveller (1997),null
535,Addicted to Love (1997),null
536,Ponette (1996),null
537,My Own Private Idaho (1991),null
538,Anastasia (1997),null
539,Mouse Hunt (1997),null
540,Money Train (1995),null
541,Mortal Kombat (1995),null
542,Pocahontas (1995),null
543,Mis?rables, Les (1995),null
544,Things to Do in Denver when You're Dead (1995),null
545,Vampire in Brooklyn (1995),null
546,Broken Arrow (1996),null
547,Young Poisoner's Handbook, The (1995),null
548,NeverEnding Story III, The (1994),null
549,Rob Roy (1995),null
550,Die Hard: With a Vengeance (1995),null
551,Lord of Illusions (1995),null
552,Species (1995),null
553,Walk in the Clouds, A (1995),null
554,Waterworld (1995),null
555,White Man's Burden (1995),null
556,Wild Bill (1995),null
557,Farinelli: il castrato (1994),null
558,Heavenly Creatures (1994),null
559,Interview with the Vampire (1994),null
560,Kid in King Arthur's Court, A (1995),null
561,Mary Shelley's Frankenstein (1994),null
562,Quick and the Dead, The (1995),null
563,Stephen King's The Langoliers (1995),null
564,Tales from the Hood (1995),null
565,Village of the Damned (1995),null
566,Clear and Present Danger (1994),null
567,Wes Craven's New Nightmare (1994),null
568,Speed (1994),null
569,Wolf (1994),null
570,Wyatt Earp (1994),null
571,Another Stakeout (1993),null
572,Blown Away (1994),null
573,Body Snatchers (1993),null
574,Boxing Helena (1993),null
575,City Slickers II: The Legend of Curly's Gold (1994),null
576,Cliffhanger (1993),null
577,Coneheads (1993),null
578,Demolition Man (1993),null
579,Fatal Instinct (1993),null
580,Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995),null
581,Kalifornia (1993),null
582,Piano, The (1993),null
583,Romeo Is Bleeding (1993),null
584,Secret Garden, The (1993),null
585,Son in Law (1993),null
586,Terminal Velocity (1994),null
587,Hour of the Pig, The (1993),null
588,Beauty and the Beast (1991),null
589,Wild Bunch, The (1969),null
590,Hellraiser: Bloodline (1996),null
591,Primal Fear (1996),null
592,True Crime (1995),null
593,Stalingrad (1993),null
594,Heavy (1995),null
595,Fan, The (1996),null
596,Hunchback of Notre Dame, The (1996),null
597,Eraser (1996),null
598,Big Squeeze, The (1996),null
599,Police Story 4: Project S (Chao ji ji hua),null (1993),null
600,Daniel Defoe's Robinson Crusoe (1996),null
601,For Whom the Bell Tolls (1943),null
602,American in Paris, An (1951),null
603,Rear Window (1954),null
604,It Happened One Night (1934),null
605,Meet Me in St. Louis (1944),null
606,All About Eve (1950),null
607,Rebecca (1940),null
608,Spellbound (1945),null
609,Father of the Bride (1950),null
610,Gigi (1958),null
611,Laura (1944),null
612,Lost Horizon (1937),null
613,My Man Godfrey (1936),null
614,Giant (1956),null
615,39 Steps, The (1935),null
616,Night of the Living Dead (1968),null
617,Blue Angel, The (Blaue Engel, Der),null (1930),null
618,Picnic (1955),null
619,Extreme Measures (1996),null
620,Chamber, The (1996),null
621,Davy Crockett, King of the Wild Frontier (1955),null
622,Swiss Family Robinson (1960),null
623,Angels in the Outfield (1994),null
624,Three Caballeros, The (1945),null
625,Sword in the Stone, The (1963),null
626,So Dear to My Heart (1949),null
627,Robin Hood: Prince of Thieves (1991),null
628,Sleepers (1996),null
629,Victor/Victoria (1982),null
630,Great Race, The (1965),null
631,Crying Game, The (1992),null
632,Sophie's Choice (1982),null
633,Christmas Carol, A (1938),null
634,Microcosmos: Le peuple de l'herbe (1996),null
635,Fog, The (1980),null
636,Escape from New York (1981),null
637,Howling, The (1981),null
638,Return of Martin Guerre, The (Retour de Martin Guerre, Le),null (1982),null
639,Tin Drum, The (Blechtrommel, Die),null (1979),null
640,Cook the Thief His Wife & Her Lover, The (1989),null
641,Paths of Glory (1957),null
642,Grifters, The (1990),null
643,The Innocent (1994),null
644,Thin Blue Line, The (1988),null
645,Paris Is Burning (1990),null
646,Once Upon a Time in the West (1969),null
647,Ran (1985),null
648,Quiet Man, The (1952),null
649,Once Upon a Time in America (1984),null
650,Seventh Seal, The (Sjunde inseglet, Det),null (1957),null
651,Glory (1989),null
652,Rosencrantz and Guildenstern Are Dead (1990),null
653,Touch of Evil (1958),null
654,Chinatown (1974),null
655,Stand by Me (1986),null
656,M (1931),null
657,Manchurian Candidate, The (1962),null
658,Pump Up the Volume (1990),null
659,Arsenic and Old Lace (1944),null
660,Fried Green Tomatoes (1991),null
661,High Noon (1952),null
662,Somewhere in Time (1980),null
663,Being There (1979),null
664,Paris, Texas (1984),null
665,Alien 3 (1992),null
666,Blood For Dracula (Andy Warhol's Dracula),null (1974),null
667,Audrey Rose (1977),null
668,Blood Beach (1981),null
669,Body Parts (1991),null
670,Body Snatchers (1993),null
671,Bride of Frankenstein (1935),null
672,Candyman (1992),null
673,Cape Fear (1962),null
674,Cat People (1982),null
675,Nosferatu (Nosferatu, eine Symphonie des Grauens),null (1922),null
676,Crucible, The (1996),null
677,Fire on the Mountain (1996),null
678,Volcano (1997),null
679,Conan the Barbarian (1981),null
680,Kull the Conqueror (1997),null
681,Wishmaster (1997),null
682,I Know What You Did Last Summer (1997),null
683,Rocket Man (1997),null
684,In the Line of Fire (1993),null
685,Executive Decision (1996),null
686,Perfect World, A (1993),null
687,McHale's Navy (1997),null
688,Leave It to Beaver (1997),null
689,Jackal, The (1997),null
690,Seven Years in Tibet (1997),null
691,Dark City (1998),null
692,American President, The (1995),null
693,Casino (1995),null
694,Persuasion (1995),null
695,Kicking and Screaming (1995),null
696,City Hall (1996),null
697,Basketball Diaries, The (1995),null
698,Browning Version, The (1994),null
699,Little Women (1994),null
700,Miami Rhapsody (1995),null
701,Wonderful, Horrible Life of Leni Riefenstahl, The (1993),null
702,Barcelona (1994),null
703,Widows' Peak (1994),null
704,House of the Spirits, The (1993),null
705,Singin' in the Rain (1952),null
706,Bad Moon (1996),null
707,Enchanted April (1991),null
708,Sex, Lies, and Videotape (1989),null
709,Strictly Ballroom (1992),null
710,Better Off Dead... (1985),null
711,Substance of Fire, The (1996),null
712,Tin Men (1987),null
713,Othello (1995),null
714,Carrington (1995),null
715,To Die For (1995),null
716,Home for the Holidays (1995),null
717,Juror, The (1996),null
718,In the Bleak Midwinter (1995),null
719,Canadian Bacon (1994),null
720,First Knight (1995),null
721,Mallrats (1995),null
722,Nine Months (1995),null
723,Boys on the Side (1995),null
724,Circle of Friends (1995),null
725,Exit to Eden (1994),null
726,Fluke (1995),null
727,Immortal Beloved (1994),null
728,Junior (1994),null
729,Nell (1994),null
730,Queen Margot (Reine Margot, La),null (1994),null
731,Corrina, Corrina (1994),null
732,Dave (1993),null
733,Go Fish (1994),null
734,Made in America (1993),null
735,Philadelphia (1993),null
736,Shadowlands (1993),null
737,Sirens (1994),null
738,Threesome (1994),null
739,Pretty Woman (1990),null
740,Jane Eyre (1996),null
741,Last Supper, The (1995),null
742,Ransom (1996),null
743,Crow: City of Angels, The (1996),null
744,Michael Collins (1996),null
745,Ruling Class, The (1972),null
746,Real Genius (1985),null
747,Benny & Joon (1993),null
748,Saint, The (1997),null
749,MatchMaker, The (1997),null
750,Amistad (1997),null
751,Tomorrow Never Dies (1997),null
752,Replacement Killers, The (1998),null
753,Burnt By the Sun (1994),null
754,Red Corner (1997),null
755,Jumanji (1995),null
756,Father of the Bride Part II (1995),null
757,Across the Sea of Time (1995),null
758,Lawnmower Man 2: Beyond Cyberspace (1996),null
759,Fair Game (1995),null
760,Screamers (1995),null
761,Nick of Time (1995),null
762,Beautiful Girls (1996),null
763,Happy Gilmore (1996),null
764,If Lucy Fell (1996),null
765,Boomerang (1992),null
766,Man of the Year (1995),null
767,Addiction, The (1995),null
768,Casper (1995),null
769,Congo (1995),null
770,Devil in a Blue Dress (1995),null
771,Johnny Mnemonic (1995),null
772,Kids (1995),null
773,Mute Witness (1994),null
774,Prophecy, The (1995),null
775,Something to Talk About (1995),null
776,Three Wishes (1995),null
777,Castle Freak (1995),null
778,Don Juan DeMarco (1995),null
779,Drop Zone (1994),null
780,Dumb & Dumber (1994),null
781,French Kiss (1995),null
782,Little Odessa (1994),null
783,Milk Money (1994),null
784,Beyond Bedlam (1993),null
785,Only You (1994),null
786,Perez Family, The (1995),null
787,Roommates (1995),null
788,Relative Fear (1994),null
789,Swimming with Sharks (1995),null
790,Tommy Boy (1995),null
791,Baby,null
792,Bullets Over Broadway (1994),null
793,Crooklyn (1994),null
794,It Could Happen to You (1994),null
795,Richie Rich (1994),null
796,Speechless (1994),null
797,Timecop (1994),null
798,Bad Company (1995),null
799,Boys Life (1995),null
800,In the Mouth of Madness (1995),null
801,Air Up There, The (1994),null
802,Hard Target (1993),null
803,Heaven & Earth (1993),null
804,Jimmy Hollywood (1994),null
805,Manhattan Murder Mystery (1993),null
806,Menace II Society (1993),null
807,Poetic Justice (1993),null
808,Program, The (1993),null
809,Rising Sun (1993),null
810,Shadow, The (1994),null
811,Thirty,null
812,Andre (1994),null
813,Celluloid Closet, The (1995),null
814,Great Day in Harlem, A (1994),null
815,One Fine Day (1996),null
816,Candyman: Farewell to the Flesh (1995),null
817,Frisk (1995),null
818,Girl 6 (1996),null
819,Eddie (1996),null
820,Space Jam (1996),null
821,Mrs. Winterbourne (1996),null
822,Faces (1968),null
823,Mulholland Falls (1996),null
824,Great White Hype, The (1996),null
825,Arrival, The (1996),null
826,Phantom, The (1996),null
827,Daylight (1996),null
828,Alaska (1996),null
829,Fled (1996),null
830,Power 98 (1995),null
831,Escape from L.A. (1996),null
832,Bogus (1996),null
833,Bulletproof (1996),null
834,Halloween: The Curse of Michael Myers (1995),null
835,Gay Divorcee, The (1934),null
836,Ninotchka (1939),null
837,Meet John Doe (1941),null
838,In the Line of Duty 2 (1987),null
839,Loch Ness (1995),null
840,Last Man Standing (1996),null
841,Glimmer Man, The (1996),null
842,Pollyanna (1960),null
843,Shaggy Dog, The (1959),null
844,Freeway (1996),null
845,That Thing You Do! (1996),null
846,To Gillian on Her 37th Birthday (1996),null
847,Looking for Richard (1996),null
848,Murder, My Sweet (1944),null
849,Days of Thunder (1990),null
850,Perfect Candidate, A (1996),null
851,Two or Three Things I Know About Her (1966),null
852,Bloody Child, The (1996),null
853,Braindead (1992),null
854,Bad Taste (1987),null
855,Diva (1981),null
856,Night on Earth (1991),null
857,Paris Was a Woman (1995),null
858,Amityville: Dollhouse (1996),null
859,April Fool's Day (1986),null
860,Believers, The (1987),null
861,Nosferatu a Venezia (1986),null
862,Jingle All the Way (1996),null
863,Garden of Finzi,null
864,My Fellow Americans (1996),null
865,Ice Storm, The (1997),null
866,Michael (1996),null
867,Whole Wide World, The (1996),null
868,Hearts and Minds (1996),null
869,Fools Rush In (1997),null
870,Touch (1997),null
